Orario;Umidità dell'aria (%);Pressione (mPa);Temperatura dell'aria (°C);Punto di rugiada (°C);Direzione del vento (°);Velocità media del vento (km/h);Batteria (V);Fotocamera;Tipo di device;flags;hw;Latitudine;Livello liquido (mm);Longitudine;Lux;Umidità fogliare (%);Umidità suolo superficie (%);Umidità suolo profondità (%);Massima velocità del vento (km/h);Temperatura liquido (°C);pH;Foto;Pannello solare;Quantità di pioggia (mm);Qualità Segnale (dBm);rst;sd;Potenziale idrico 1 (Superficie);Potenziale idrico 2;Umidità suolo 1 (Superficie) (%);Umidità suolo 2 (%);Umidità suolo 3 (%);Umidità suolo 4 (%);Umidità suolo 5 (%);Umidità suolo 6 (%);Umidità suolo 7 (%);Umidità suolo 8 (%);Umidità suolo 9 (%);sms1;sms2;SNR;Radiazione solare (W/m2);Salinità suolo 1 (Superficie) (°C);Salinità suolo 2 (°C);Salinità suolo 3 (°C);Salinità suolo 4 (°C);Salinità suolo 5 (°C);Salinità suolo 6 (°C);Salinità suolo 7 (°C);Salinità suolo 8 (°C);Salinità suolo 9 (°C);Temperatura suolo 1 (Superficie) (°C);Temperatura suolo 2 (°C);Temperatura suolo 3 (°C);Temperatura suolo 4 (°C);Temperatura suolo 5 (°C);Temperatura suolo 6 (°C);Temperatura suolo 7 (°C);Temperatura suolo 8 (°C);Temperatura suolo 9 (°C);vpd;Umidità fogliare 1 (min);Umidità fogliare 2 (min);ID Sensore;Descrizione
2023-04-15 19:00:;;;;;;;4.27;;;;;;;;;;29.6;34.5;;;;;;;;;;;;29.6;34.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 18:00:;;;;;;;4.27;;;;;;;;;;30.05;35;;;;;;;;;;;;30.05;35;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 17:00:;;;;;;;4.27;;;;;;;;;;31;35.75;;;;;;;;;;;;31;35.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 16:00:;;;;;;;4.27;;;;;;;;;;31.8;36.25;;;;;;;;;;;;31.8;36.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 15:00:;;;;;;;4.27;;;;;;;;;;30.95;35.1;;;;;;;;;;;;30.95;35.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 14:00:;;;;;;;4.27;;;;;;;;;;30.8;35.15;;;;;;;;;;;;30.8;35.15;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 13:00:;;;;;;;4.27;;;;;;;;;;30.55;34.55;;;;;;;;;;;;30.55;34.55;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 12:00:;;;;;;;4.27;;;;;;;;;;26.35;29.1;;;;;;;;;;;;26.35;29.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 11:00:;;;;;;;4.27;;;;;;;;;;21.4;25.5;;;;;;;;;;;;21.4;25.5;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 10:00:;;;;;;;4.27;;;;;;;;;;20.85;25.25;;;;;;;;;;;;20.85;25.25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 09:00:;;;;;;;4.26;;;;;;;;;;20.8;25.1;;;;;;;;;;;;20.8;25.1;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 08:00:;;;;;;;4.26;;;;;;;;;;20.7;25;;;;;;;;;;;;20.7;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 07:00:;;;;;;;4.26;;;;;;;;;;20.8;25;;;;;;;;;;;;20.8;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 06:00:;;;;;;;4.26;;;;;;;;;;20.75;24.95;;;;;;;;;;;;20.75;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 05:00:;;;;;;;4.26;;;;;;;;;;20.75;25;;;;;;;;;;;;20.75;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 04:00:;;;;;;;4.26;;;;;;;;;;20.75;24.95;;;;;;;;;;;;20.75;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 03:00:;;;;;;;4.26;;;;;;;;;;20.8;24.95;;;;;;;;;;;;20.8;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 02:00:;;;;;;;4.27;;;;;;;;;;20.8;24.95;;;;;;;;;;;;20.8;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 01:00:;;;;;;;4.27;;;;;;;;;;20.8;24.95;;;;;;;;;;;;20.8;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-15 00:00:;;;;;;;4.27;;;;;;;;;;20.8;24.9;;;;;;;;;;;;20.8;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 23:00:;;;;;;;4.27;;;;;;;;;;20.8;24.9;;;;;;;;;;;;20.8;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 22:00:;;;;;;;4.27;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 21:00:;;;;;;;4.27;;;;;;;;;;20.75;24.95;;;;;;;;;;;;20.75;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 20:00:;;;;;;;4.27;;;;;;;;;;20.8;24.95;;;;;;;;;;;;20.8;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 19:00:;;;;;;;4.27;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 18:00:;;;;;;;4.27;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 17:00:;;;;;;;4.27;;;;;;;;;;20.7;24.85;;;;;;;;;;;;20.7;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 16:00:;;;;;;;4.26;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 15:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 14:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 13:00:;;;;;;;4.26;;;;;;;;;;20.6;24.9;;;;;;;;;;;;20.6;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 12:00:;;;;;;;4.26;;;;;;;;;;20.6;24.85;;;;;;;;;;;;20.6;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 11:00:;;;;;;;4.26;;;;;;;;;;20.6;24.85;;;;;;;;;;;;20.6;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 10:00:;;;;;;;4.26;;;;;;;;;;20.65;24.85;;;;;;;;;;;;20.65;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 09:00:;;;;;;;4.27;;;;;;;;;;20.65;24.9;;;;;;;;;;;;20.65;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 08:00:;;;;;;;4.27;;;;;;;;;;20.7;24.85;;;;;;;;;;;;20.7;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 07:00:;;;;;;;4.27;;;;;;;;;;20.65;24.8;;;;;;;;;;;;20.65;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 06:00:;;;;;;;4.27;;;;;;;;;;20.6;24.85;;;;;;;;;;;;20.6;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 05:00:;;;;;;;4.27;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 04:00:;;;;;;;4.27;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 03:00:;;;;;;;4.27;;;;;;;;;;20.65;24.85;;;;;;;;;;;;20.65;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 02:00:;;;;;;;4.27;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 01:00:;;;;;;;4.27;;;;;;;;;;20.65;24.9;;;;;;;;;;;;20.65;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-14 00:00:;;;;;;;4.27;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 23:00:;;;;;;;4.27;;;;;;;;;;20.6;24.9;;;;;;;;;;;;20.6;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 22:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 21:00:;;;;;;;3.94;;;;;;;;;;20.65;24.8;;;;;;;;;;;;20.65;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 20:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 19:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 18:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 17:00:;;;;;;;4.27;;;;;;;;;;20.6;24.75;;;;;;;;;;;;20.6;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 16:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 15:00:;;;;;;;4.27;;;;;;;;;;20.65;24.75;;;;;;;;;;;;20.65;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 14:00:;;;;;;;4.27;;;;;;;;;;20.65;24.75;;;;;;;;;;;;20.65;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 13:00:;;;;;;;4.27;;;;;;;;;;20.55;24.65;;;;;;;;;;;;20.55;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 12:00:;;;;;;;4.27;;;;;;;;;;20.5;24.6;;;;;;;;;;;;20.5;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 11:00:;;;;;;;4.26;;;;;;;;;;20.6;24.65;;;;;;;;;;;;20.6;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 10:00:;;;;;;;4.26;;;;;;;;;;20.55;24.7;;;;;;;;;;;;20.55;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 09:00:;;;;;;;4.27;;;;;;;;;;20.6;24.7;;;;;;;;;;;;20.6;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 08:00:;;;;;;;4.27;;;;;;;;;;20.65;24.75;;;;;;;;;;;;20.65;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 07:00:;;;;;;;4.27;;;;;;;;;;20.6;24.8;;;;;;;;;;;;20.6;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 06:00:;;;;;;;4.16;;;;;;;;;;20.55;24.7;;;;;;;;;;;;20.55;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 05:00:;;;;;;;3.67;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 04:00:;;;;;;;3.66;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 03:00:;;;;;;;3.67;;;;;;;;;;20.65;24.75;;;;;;;;;;;;20.65;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 02:00:;;;;;;;3.66;;;;;;;;;;20.65;24.8;;;;;;;;;;;;20.65;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 01:00:;;;;;;;3.67;;;;;;;;;;20.6;24.75;;;;;;;;;;;;20.6;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-13 00:00:;;;;;;;3.67;;;;;;;;;;20.65;24.7;;;;;;;;;;;;20.65;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 23:00:;;;;;;;3.67;;;;;;;;;;20.7;24.75;;;;;;;;;;;;20.7;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 22:00:;;;;;;;3.67;;;;;;;;;;20.7;24.75;;;;;;;;;;;;20.7;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 21:00:;;;;;;;3.67;;;;;;;;;;20.7;24.7;;;;;;;;;;;;20.7;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 20:00:;;;;;;;3.67;;;;;;;;;;20.6;24.75;;;;;;;;;;;;20.6;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 19:00:;;;;;;;3.67;;;;;;;;;;20.6;24.7;;;;;;;;;;;;20.6;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 18:00:;;;;;;;3.67;;;;;;;;;;20.65;24.7;;;;;;;;;;;;20.65;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 17:00:;;;;;;;3.68;;;;;;;;;;20.6;24.65;;;;;;;;;;;;20.6;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 16:00:;;;;;;;4.27;;;;;;;;;;20.5;24.65;;;;;;;;;;;;20.5;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 15:00:;;;;;;;4.27;;;;;;;;;;20.5;24.6;;;;;;;;;;;;20.5;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 14:00:;;;;;;;4.27;;;;;;;;;;20.55;24.6;;;;;;;;;;;;20.55;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 13:00:;;;;;;;4.27;;;;;;;;;;20.5;24.6;;;;;;;;;;;;20.5;24.6;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 12:00:;;;;;;;4.27;;;;;;;;;;20.5;24.65;;;;;;;;;;;;20.5;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 11:00:;;;;;;;4.27;;;;;;;;;;20.6;24.7;;;;;;;;;;;;20.6;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 10:00:;;;;;;;4.27;;;;;;;;;;20.55;24.65;;;;;;;;;;;;20.55;24.65;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 09:00:;;;;;;;4.27;;;;;;;;;;20.65;24.7;;;;;;;;;;;;20.65;24.7;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 08:00:;;;;;;;4.27;;;;;;;;;;20.65;24.8;;;;;;;;;;;;20.65;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 07:00:;;;;;;;4.27;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 06:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 05:00:;;;;;;;4.26;;;;;;;;;;20.8;24.9;;;;;;;;;;;;20.8;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 04:00:;;;;;;;4.26;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 03:00:;;;;;;;4.26;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 02:00:;;;;;;;4.26;;;;;;;;;;20.75;25;;;;;;;;;;;;20.75;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 01:00:;;;;;;;4.26;;;;;;;;;;20.8;25;;;;;;;;;;;;20.8;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-12 00:00:;;;;;;;4.26;;;;;;;;;;20.75;24.95;;;;;;;;;;;;20.75;24.95;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 23:00:;;;;;;;4.26;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 22:00:;;;;;;;4.26;;;;;;;;;;20.75;24.9;;;;;;;;;;;;20.75;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 21:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 20:00:;;;;;;;4.26;;;;;;;;;;20.7;25;;;;;;;;;;;;20.7;25;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 19:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 18:00:;;;;;;;4.26;;;;;;;;;;20.75;24.85;;;;;;;;;;;;20.75;24.85;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 17:00:;;;;;;;4.26;;;;;;;;;;20.7;24.9;;;;;;;;;;;;20.7;24.9;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 16:00:;;;;;;;4.26;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 15:00:;;;;;;;4.26;;;;;;;;;;20.65;24.75;;;;;;;;;;;;20.65;24.75;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 14:00:;;;;;;;4.26;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 13:00:;;;;;;;4.26;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
2023-04-11 12:00:;;;;;;;4.26;;;;;;;;;;20.7;24.8;;;;;;;;;;;;20.7;24.8;0;0;0;0;0;0;0;;;;;;;;;;;;;;-99;-99;;;;;;;;;;0;DE6008D81F7F6E25;Paulownia - xNode #1
